document_id,sha256,title,title_source,format,format_group,bytes,relative_path,source_jurisdictions,source_courts,source_collection_ids,source_urls,source_occurrences,source_record_count,metadata_page_count,word_content_controls,word_revision_elements,pdf_xfa,pdf_field_roots,review_status,technical_flags,library_status,language,language_note,title_confidence,title_evidence,publisher_scope_note,source_date,source_date_kind,previous_title,previous_path
sha256:3d628fce4bdc5d17c32ec360cd9d97bebebe77f394d7e1ccad228b82bd518caa,3d628fce4bdc5d17c32ec360cd9d97bebebe77f394d7e1ccad228b82bd518caa,Motion for Revival of Judgment,source label corroborated by document text,pdf,PDF,32190,02-State/Colorado/Statewide-Collection/PDF/Motion for Revival of Judgment.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20113%20motion%20for%20revival%20of%20judgment.pdf,1,1,1,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""motion for revival of judgment"", ""matched_first_page_words"": [""judgment"", ""motion"", ""revival""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""MOTION FOR REVIVAL OF JUDGMENT""}",,,,"JDF 113 motion for revival of judgment.pdf (PDF, 31 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 113 motion for revival of judgment.pdf (PDF, 31 KB) -- 3d628fce4bdc.pdf"
sha256:ade15ffa0945c531ee351e2cb9a4deeef394a81b781ed25e33e9bb96810e65e3,ade15ffa0945c531ee351e2cb9a4deeef394a81b781ed25e33e9bb96810e65e3,Notice to Show Cause for Revival of Judgment R1-12,source label corroborated by document text,pdf,PDF,27483,02-State/Colorado/Statewide-Collection/PDF/Notice to Show Cause for Revival of Judgment R1-12.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20114%20Notice%20to%20Show%20Cause%20for%20Revival%20of%20Judgment%20R1-12.pdf,1,1,1,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Notice to Show Cause for Revival of Judgment R1-12"", ""matched_first_page_words"": [""cause"", ""judgment"", ""notice"", ""revival"", ""show""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""NOTICE TO SHOW CAUSE FOR REVIVAL OF JUDGMENT""}",,,,"JDF 114 Notice to Show Cause for Revival of Judgment R1-12.pdf (PDF, 27 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 114 Notice to Show Cause for Revival of Judgment R1-12.pdf (PDF, 27 KB) -- ade15ffa0945.pdf"
sha256:fba2e5ba0c5a09ea69934648e0da6437ea58ca9c00927ac20d0b2bb02a2bfd52,fba2e5ba0c5a09ea69934648e0da6437ea58ca9c00927ac20d0b2bb02a2bfd52,Setting Notice,source label corroborated by document text,pdf,PDF,29106,02-State/Colorado/Statewide-Collection/PDF/Setting Notice.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2024-03/JDF%2012%20%20Setting%20Notice.pdf,1,1,1,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Setting Notice"", ""matched_first_page_words"": [""notice"", ""setting""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""SETTING NOTICE""}",,,,"JDF 12 Setting Notice.pdf (PDF, 28 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 12 Setting Notice.pdf (PDF, 28 KB) -- fba2e5ba0c5a.pdf"
sha256:e4f0e1eb9cf4371eeb5ce7d4c8d00973a9fb5001ca22ec696090d885ca134f00,e4f0e1eb9cf4371eeb5ce7d4c8d00973a9fb5001ca22ec696090d885ca134f00,Order for Revival of Judgment R3 14 (Final),source label corroborated by document text,pdf,PDF,127048,02-State/Colorado/Statewide-Collection/PDF/Order for Revival of Judgment R3 14 (Final).pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20125%20order%20for%20revival%20of%20judgment%20R3%2014%20%28FINAL%29.pdf,1,1,1,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""order for revival of judgment R3 14 (FINAL)"", ""matched_first_page_words"": [""judgment"", ""order"", ""revival""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""ORDER FOR REVIVAL OF JUDGMENT""}",,,,"JDF 125 order for revival of judgment R3 14 (FINAL).pdf (PDF, 124 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 125 order for revival of judgment R3 14 (FINAL).pdf (PDF, 124 KB) -- e4f0e1eb9cf4.pdf"
sha256:7356ccc72b85941f60e9e5ee9f3cd65c7141383f9f7c5ce8bc5051a1818be95f,7356ccc72b85941f60e9e5ee9f3cd65c7141383f9f7c5ce8bc5051a1818be95f,Order Judgment Agistors Lien,source label corroborated by document text,pdf,PDF,211178,02-State/Colorado/Statewide-Collection/PDF/Order Judgment Agistors Lien.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20135%20Order%20Judgment%20Agistors%20Lien.pdf,1,1,1,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Order Judgment Agistors Lien"", ""matched_first_page_words"": [""agistor"", ""judgment"", ""lien"", ""order""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""ORDER RE: JUDGMENT ON AGISTOR’S LIEN""}",,,,"JDF 135 Order Judgment Agistors Lien.pdf (PDF, 206 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 135 Order Judgment Agistors Lien.pdf (PDF, 206 KB) -- 7356ccc72b85.pdf"
sha256:a09f123c8bf5c0b0a3cd2f152e37f0a3e1e1c6d8c853ee576ed7eff26e7f7272,a09f123c8bf5c0b0a3cd2f152e37f0a3e1e1c6d8c853ee576ed7eff26e7f7272,Notice of Demand Agistor's Lien,source label corroborated by document text,pdf,PDF,202454,02-State/Colorado/Statewide-Collection/PDF/Notice of Demand Agistor's Lien.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20136%20Notice%20of%20Demand%20Agistor%27s%20Lien.pdf,1,1,1,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Notice of Demand Agistor's Lien"", ""matched_first_page_words"": [""agistor"", ""demand"", ""lien"", ""notice""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""NOTICE OF DEMAND - AGISTOR’S LIEN""}",,,,"JDF 136 Notice of Demand Agistor's Lien.pdf (PDF, 198 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 136 Notice of Demand Agistor's Lien.pdf (PDF, 198 KB) -- a09f123c8bf5.pdf"
sha256:dfe47fd6ccacc41c4382b4b26ae575b1983f5e1f2ec3d691df0781e552673404,dfe47fd6ccacc41c4382b4b26ae575b1983f5e1f2ec3d691df0781e552673404,Judgment Creditor Affidavit to Support Foreign Judgment,source label corroborated by document text,pdf,PDF,38359,02-State/Colorado/Statewide-Collection/PDF/Judgment Creditor Affidavit to Support Foreign Judgment.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20138%20Judgment%20Creditor%20Affidavit%20to%20Support%20Foreign%20Judgment.pdf,1,1,3,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Judgment Creditor Affidavit to Support Foreign Judgment"", ""matched_first_page_words"": [""affidavit"", ""creditor"", ""foreign"", ""judgment"", ""support""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""JUDGMENT CREDITOR AFFIDAVIT IN SUPPORT OF FOREIGN JUDGMENT""}",,,,"JDF 138 Judgment Creditor Affidavit to Support Foreign Judgment.pdf (PDF, 37 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 138 Judgment Creditor Affidavit to Support Foreign Judgment.pdf (PDF, 37 KB) -- dfe47fd6ccac.pdf"
sha256:422ec053d0d9384c8811cf12a8f2b404906cf920ccf9ba25659c1c9e257472f2,422ec053d0d9384c8811cf12a8f2b404906cf920ccf9ba25659c1c9e257472f2,Notice of Filing of Foreign Judgment,source label corroborated by document text,pdf,PDF,129948,02-State/Colorado/Statewide-Collection/PDF/Notice of Filing of Foreign Judgment.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20139%20Notice%20of%20Filing%20of%20Foreign%20Judgment.pdf,1,1,1,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Notice of Filing of Foreign Judgment"", ""matched_first_page_words"": [""filing"", ""foreign"", ""judgment"", ""notice""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""NOTICE OF FILING OF FOREIGN JUDGMENT""}",,,,"JDF 139 Notice of Filing of Foreign Judgment.pdf (PDF, 127 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 139 Notice of Filing of Foreign Judgment.pdf (PDF, 127 KB) -- 422ec053d0d9.pdf"
sha256:f20e3d77f5d6ea8bdf0d4d61771423230e3f92841d5f64ca9da288138c9100d2,f20e3d77f5d6ea8bdf0d4d61771423230e3f92841d5f64ca9da288138c9100d2,Summons in Removal of Unauthorized Person(s),source label corroborated by document text,pdf,PDF,33246,02-State/Colorado/Statewide-Collection/PDF/Summons in Removal of Unauthorized Person(s).pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20149-%20Summons%20in%20Removal%20of%20Unauthorized%20Person%28s%29.pdf,1,1,2,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Summons in Removal of Unauthorized Person(s)"", ""matched_first_page_words"": [""person"", ""removal"", ""summon"", ""unauthorized""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""SUMMONS IN REMOVAL OF UNAUTHORIZED PERSON(S)""}",,,,"JDF 149- Summons in Removal of Unauthorized Person(s).pdf (PDF, 32 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 149- Summons in Removal of Unauthorized Person(s).pdf (PDF, 32 KB) -- f20e3d77f5d6.pdf"
sha256:3043f51e8330c16602b4934a477b39989350e8db4e5f1aefcf8c7afe820d2b6c,3043f51e8330c16602b4934a477b39989350e8db4e5f1aefcf8c7afe820d2b6c,Notice of Appeal,source label corroborated by document text,pdf,PDF,137266,02-State/Colorado/Statewide-Collection/PDF/Notice of Appeal.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%2015%20Notice%20of%20Appeal.pdf,1,1,2,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Notice of Appeal"", ""matched_first_page_words"": [""appeal"", ""notice""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""NOTICE OF APPEAL""}",,,,"JDF 15 Notice of Appeal.pdf (PDF, 134 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 15 Notice of Appeal.pdf (PDF, 134 KB) -- 3043f51e8330.pdf"
sha256:60f3338990e0a6844b08eaf88b88a60aa6f23e33b316fbf29e31eb17ae0fdfef,60f3338990e0a6844b08eaf88b88a60aa6f23e33b316fbf29e31eb17ae0fdfef,Notice of Hearing on Motion for Order to Remove Unauthorized Persons(s),source label corroborated by document text,pdf,PDF,43361,02-State/Colorado/Statewide-Collection/PDF/Notice of Hearing on Motion for Order to Remove Unauthorized Persons(s).pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20151-%20Notice%20of%20Hearing%20on%20Motion%20for%20Order%20to%20Remove%20Unauthorized%20Persons%28s%29.pdf,1,1,2,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Notice of Hearing on Motion for Order to Remove Unauthorized Persons(s)"", ""matched_first_page_words"": [""hearing"", ""motion"", ""notice"", ""order"", ""person"", ""remove"", ""unauthorized""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""NOTICE OF HEARING ON MOTION FOR ORDER TO REMOVE UNAUTHORIZED PERSON(S)""}",,,,"JDF 151- Notice of Hearing on Motion for Order to Remove Unauthorized Persons(s).pdf (PDF, 42 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 151- Notice of Hearing on Motion for Order to Remove Unauthorized Persons(s).pdf (PDF, 42 KB) -- 60f3338990e0.pdf"
sha256:90221fa269f75b8defe7cbc7bcc7a728e1716007f9b78a788d3374dec68a3247,90221fa269f75b8defe7cbc7bcc7a728e1716007f9b78a788d3374dec68a3247,Writ of Restitution and Temporary Mandatory Injunction and Order,source label corroborated by document text,pdf,PDF,119607,02-State/Colorado/Statewide-Collection/PDF/Writ of Restitution and Temporary Mandatory Injunction and Order.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20152%20-%20Writ%20of%20Restitution%20and%20Temporary%20Mandatory%20Injunction%20and%20Order.pdf,1,1,4,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Writ of Restitution and Temporary Mandatory Injunction and Order"", ""matched_first_page_words"": [""injunction"", ""mandatory"", ""order"", ""restitution"", ""temporary"", ""writ""], ""first_page_word_coverage"": 1.0, ""visible_heading"": """"}",,,,"JDF 152 - Writ of Restitution and Temporary Mandatory Injunction and Order.pdf (PDF, 117 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 152 - Writ of Restitution and Temporary Mandatory Injunction and Order.pdf (PDF, 117 KB) -- 90221fa269f7.pdf"
sha256:eddf0b45ca3f98f46944512c007cf01a6cdcfcb7ac97423a2ae741418a474a22,eddf0b45ca3f98f46944512c007cf01a6cdcfcb7ac97423a2ae741418a474a22,Certification of Determination of Indigency,source label corroborated by document text,pdf,PDF,132187,02-State/Colorado/Statewide-Collection/PDF/Certification of Determination of Indigency.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-06/JDF%20203%20Certification%20of%20Determination%20of%20Indigency.pdf,1,1,1,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Certification of Determination of Indigency"", ""matched_first_page_words"": [""certification"", ""determination"", ""indigency""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""CERTIFICATION OF DETERMINATION OF INDIGENCY""}",,,,"JDF 203 Certification of Determination of Indigency.pdf (PDF, 129 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 203 Certification of Determination of Indigency.pdf (PDF, 129 KB) -- eddf0b45ca3f.pdf"
sha256:9526819601e6d3cbc67f76b28c67ecfb589e053333c04b7d1c395cf818c96ad0,9526819601e6d3cbc67f76b28c67ecfb589e053333c04b7d1c395cf818c96ad0,Instructions for Filing a County Court Criminal Appeal,source label corroborated by document text,pdf,PDF,287209,02-State/Colorado/Statewide-Collection/PDF/Instructions for Filing a County Court Criminal Appeal.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-06/JDF%20221%20Instructions%20for%20Filing%20a%20County%20Court%20Criminal%20Appeal.pdf,1,1,3,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Instructions for Filing a County Court Criminal Appeal"", ""matched_first_page_words"": [""appeal"", ""county"", ""court"", ""criminal"", ""filing"", ""instruction""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""INSTRUCTIONS FOR FILING A MUNICIPAL OR COUNTY COURT CRIMINAL""}",,,,"JDF 221 Instructions for Filing a County Court Criminal Appeal.pdf (PDF, 280 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 221 Instructions for Filing a County Court Criminal Appeal.pdf (PDF, 280 KB) -- 9526819601e6.pdf"
sha256:66fa213bbdf64afa747723f0337b66a0a2583b28284bb7766a4b31d6e9e51d66,66fa213bbdf64afa747723f0337b66a0a2583b28284bb7766a4b31d6e9e51d66,Motion to Determine Factual Innocence,source label corroborated by document text,pdf,PDF,64801,02-State/Colorado/Statewide-Collection/PDF/Motion to Determine Factual Innocence.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20223%20Motion%20to%20Determine%20Factual%20Innocence.pdf,1,1,2,,,False,88,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Motion to Determine Factual Innocence"", ""matched_first_page_words"": [""determine"", ""factual"", ""innocence"", ""motion""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""MOTION TO DETERMINE FACTUAL INNOCENCE""}",,,,"JDF 223 Motion to Determine Factual Innocence.pdf (PDF, 63 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 223 Motion to Determine Factual Innocence.pdf (PDF, 63 KB) -- 66fa213bbdf6.pdf"
sha256:64bca2ae331d8547834ec81725026093eeb5c6dcaf34e0b61c938353dcc97a9d,64bca2ae331d8547834ec81725026093eeb5c6dcaf34e0b61c938353dcc97a9d,Notice of Intent to Pursue Collection by Victim,source label corroborated by document text,pdf,PDF,266725,02-State/Colorado/Statewide-Collection/PDF/Notice of Intent to Pursue Collection by Victim.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20229%20Notice%20of%20Intent%20to%20Pursue%20Collection%20by%20Victim.pdf,1,1,2,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Notice of Intent to Pursue Collection by Victim"", ""matched_first_page_words"": [""collection"", ""intent"", ""notice"", ""pursue"", ""victim""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""NOTICE OF INTENT TO PURSUE COLLECTION BY VICTIM""}",,,,"JDF 229 Notice of Intent to Pursue Collection by Victim.pdf (PDF, 260 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 229 Notice of Intent to Pursue Collection by Victim.pdf (PDF, 260 KB) -- 64bca2ae331d.pdf"
sha256:996f1a8036e14746a096ec1085bef8eb8254eddb67b8ce9d0266283ab5b4e4c7,996f1a8036e14746a096ec1085bef8eb8254eddb67b8ce9d0266283ab5b4e4c7,Notice of Withdrawal of Intent to Pursue Collection by Victim,source label corroborated by document text,pdf,PDF,265207,02-State/Colorado/Statewide-Collection/PDF/Notice of Withdrawal of Intent to Pursue Collection by Victim.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20230%20Notice%20of%20Withdrawal%20of%20Intent%20to%20Pursue%20Collection%20by%20Victim.pdf,1,1,2,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Notice of Withdrawal of Intent to Pursue Collection by Victim"", ""matched_first_page_words"": [""collection"", ""intent"", ""notice"", ""pursue"", ""victim"", ""withdrawal""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""NOTICE OF WITHDRAWAL OF INTENT TO PURSUE COLLECTION BY VICTIM""}",,,,"JDF 230 Notice of Withdrawal of Intent to Pursue Collection by Victim.pdf (PDF, 259 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 230 Notice of Withdrawal of Intent to Pursue Collection by Victim.pdf (PDF, 259 KB) -- 996f1a8036e1.pdf"
sha256:ecf6a3b3002a3e499c621b067618b1148d7f175ce88b818135ef86aad14b7dad,ecf6a3b3002a3e499c621b067618b1148d7f175ce88b818135ef86aad14b7dad,Motion for Court Review of Direct Payment of Restitution,source label corroborated by document text,pdf,PDF,27794,02-State/Colorado/Statewide-Collection/PDF/Motion for Court Review of Direct Payment of Restitution.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20240%20Motion%20for%20Court%20Review%20of%20Direct%20Payment%20of%20Restitution.pdf,1,1,1,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Motion for Court Review of Direct Payment of Restitution"", ""matched_first_page_words"": [""court"", ""direct"", ""motion"", ""payment"", ""restitution"", ""review""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""MOTION FOR COURT REVIEW OF DIRECT PAYMENT OF RESTITUTION""}",,,,"JDF 240 Motion for Court Review of Direct Payment of Restitution.pdf (PDF, 27 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 240 Motion for Court Review of Direct Payment of Restitution.pdf (PDF, 27 KB) -- ecf6a3b3002a.pdf"
sha256:21f81162f7de7e65eab447013dff1a80e1bd29a6563aaa4e05d9ccafd75fbe23,21f81162f7de7e65eab447013dff1a80e1bd29a6563aaa4e05d9ccafd75fbe23,Order Regarding Review of Notice of Direct Payment,source label corroborated by document text,pdf,PDF,339861,02-State/Colorado/Statewide-Collection/PDF/Order Regarding Review of Notice of Direct Payment.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20241%20Order%20Regarding%20Review%20of%20Notice%20of%20Direct%20Payment.pdf,1,1,1,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Order Regarding Review of Notice of Direct Payment"", ""matched_first_page_words"": [""direct"", ""notice"", ""order"", ""payment"", ""regarding"", ""review""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""ORDER REGARDING REVIEW OF NOTICE OF DIRECT PAYMENT DATED""}",,,,"JDF 241 Order Regarding Review of Notice of Direct Payment.pdf (PDF, 332 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 241 Order Regarding Review of Notice of Direct Payment.pdf (PDF, 332 KB) -- 21f81162f7de.pdf"
sha256:444cb6cecedf51d77a82bd766a9cbf0bb7f3b2f947a1442587f3f5d35d3449be,444cb6cecedf51d77a82bd766a9cbf0bb7f3b2f947a1442587f3f5d35d3449be,Notice of Direct Payment of Restitution-Motion to Modify Restitution,source label corroborated by document text,pdf,PDF,495328,02-State/Colorado/Statewide-Collection/PDF/Notice of Direct Payment of Restitution-Motion to Modify Restitution.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20242%20Notice%20of%20Direct%20Payment%20of%20Restitution-Motion%20to%20Modify%20Restitution.pdf,1,1,2,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Notice of Direct Payment of Restitution-Motion to Modify Restitution"", ""matched_first_page_words"": [""direct"", ""modify"", ""motion"", ""notice"", ""payment"", ""restitution""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""NOTICE OF DIRECT PAYMENT OF RESTITUTION MOTION TO MODIFY RESTITUTION""}",,,,"JDF 242 Notice of Direct Payment of Restitution Motion to Modify Restitution.pdf (PDF, 484 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 242 Notice of Direct Payment of Restitution Motion to Modify Restitution.pdf (PDF, 484 KB) -- 444cb6cecedf.pdf"
sha256:c1fb7b4ff43025249d97fca084ed7d668894d0b49ad8998005e3067ec4835646,c1fb7b4ff43025249d97fca084ed7d668894d0b49ad8998005e3067ec4835646,Order to Modify Restitution Due to Settlement Agreement R8 17,source label corroborated by document text,pdf,PDF,181535,02-State/Colorado/Statewide-Collection/PDF/Order to Modify Restitution Due to Settlement Agreement R8 17.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20243%20Order%20to%20Modify%20Restitution%20Due%20to%20Settlement%20Agreement%20R8%2017.pdf,1,1,1,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Order to Modify Restitution Due to Settlement Agreement R8 17"", ""matched_first_page_words"": [""agreement"", ""modify"", ""order"", ""restitution"", ""settlement""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""ORDER TO MODIFY RESTITUTION DUE TO SETTLEMENT AGREEMENT""}",,,,"JDF 243 Order to Modify Restitution Due to Settlement Agreement R8 17.pdf (PDF, 177 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 243 Order to Modify Restitution Due to Settlement Agreement R8 17.pdf (PDF, 177 KB) -- c1fb7b4ff430.pdf"
sha256:f2c50db05977cca9a85ec30315868fe9255e240802911204e8cc8c4ef5710e5f,f2c50db05977cca9a85ec30315868fe9255e240802911204e8cc8c4ef5710e5f,Notice of Removal,source label corroborated by document text,pdf,PDF,130517,02-State/Colorado/Statewide-Collection/PDF/Notice of Removal.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20251%20Notice%20of%20Removal.pdf,1,1,1,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Notice of Removal"", ""matched_first_page_words"": [""notice"", ""removal""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""NOTICE OF REMOVAL""}",,,,"JDF 251 Notice of Removal.pdf (PDF, 127 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 251 Notice of Removal.pdf (PDF, 127 KB) -- f2c50db05977.pdf"
sha256:674f3d01c38b4f42b1a832fd030e93d0ade11beeef7ff2c8b67ea49ce61c5085,674f3d01c38b4f42b1a832fd030e93d0ade11beeef7ff2c8b67ea49ce61c5085,Motion and Order for Interrogatories - Short Form,source label corroborated by document text,pdf,PDF,241939,02-State/Colorado/Statewide-Collection/PDF/Motion and Order for Interrogatories - Short Form.pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20252A%20Motion%20and%20order%20for%20interrogatories%20-%20short%20form.pdf,1,1,3,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Motion and order for interrogatories - short form"", ""matched_first_page_words"": [""interrogatorie"", ""motion"", ""order"", ""short""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""MOTION AND ORDER FOR INTERROGATORIES – SHORT FORM MOTION""}",,,,"JDF 252A Motion and order for interrogatories - short form.pdf (PDF, 236 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 252A Motion and order for interrogatories - short form.pdf (PDF, 236 KB) -- 674f3d01c38b.pdf"
sha256:680e05aef83ff6e92e4c6047c5bbbc6460b75ee1ee77fc34a9e2e44e1e51f384,680e05aef83ff6e92e4c6047c5bbbc6460b75ee1ee77fc34a9e2e44e1e51f384,Motion to Set Aside Dismissal Default Judgment R8 17 (Final),source label corroborated by document text,pdf,PDF,123522,02-State/Colorado/Statewide-Collection/PDF/Motion to Set Aside Dismissal Default Judgment R8 17 (Final).pdf,Colorado,Colorado state collection,ST:co_state,https://www.coloradojudicial.gov/sites/default/files/2023-07/JDF%20253%20Motion%20to%20Set%20Aside%20Dismissal%20%20Default%20Judgment%20R8%2017%20%28FINAL%29.pdf,1,1,2,,,False,0,Original retained; applicability and current version not independently reviewed,,included,English,English detected in extracted document samples,high,"{""source_label"": ""Motion to Set Aside Dismissal Default Judgment R8 17 (FINAL)"", ""matched_first_page_words"": [""aside"", ""default"", ""dismissal"", ""judgment"", ""motion""], ""first_page_word_coverage"": 1.0, ""visible_heading"": ""MOTION AND ORDER TO SET ASIDE: DISMISSAL DEFAULT JUDGMENT""}",,,,"JDF 253 Motion to Set Aside Dismissal Default Judgment R8 17 (FINAL).pdf (PDF, 121 KB)","02-State/Colorado/Statewide-Collection/PDF/JDF 253 Motion to Set Aside Dismissal Default Judgment R8 17 (FINAL).pdf (PDF, 121 KB) -- 680e05aef83f.pdf"
